block_request_id,asset_id,section_id_request,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,asset_type,section_id_asset,nearest_station_code,criticality,asset_risk_score,maintenance_priority
BR-00145,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,03:15,±30 min,OHE Team,Normal,Pending,195,30,165,225,Signal,SEC-021,BD,Critical,53.64,Medium
BR-00146,AST-0021,SEC-021,MZR,Signal Maintenance,90,High,15:00,±30 min,OHE Team,Normal,Pending,900,30,870,930,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-00147,AST-0070,SEC-018,BDWD,Track Inspection,30,Medium,17:00,±30 min,Signal Team,Urgent,Pending,1020,30,990,1050,Track,SEC-018,BDWD,Low,58.9,Medium
BR-00148,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,15:15,Fixed,Signal Team,Urgent,Pending,915,0,915,915,Track,SEC-018,BDWD,Low,58.9,Medium
BR-00149,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,Fixed,Signal Team,Normal,Pending,45,0,45,45,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-00150,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-043,BINA,High,35.37,Medium
BR-00151,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-026,PRLI,High,61.14,High
BR-00152,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,18:45,±30 min,Bridge Inspection Team,Urgent,Pending,1125,30,1095,1155,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00153,AST-0104,SEC-038,HD,Signal Maintenance,30,High,22:15,±30 min,Signal Team,Normal,Pending,1335,30,1305,1365,OHE,SEC-038,HD,Medium,75.24,High
BR-00154,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:30,Fixed,OHE Team,Normal,Pending,90,0,90,90,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-00155,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±30 min,OHE Team,Urgent,Pending,720,30,690,750,Point Machine,SEC-027,PAU,High,30.47,Low
BR-00156,AST-0177,SEC-015,JEUR,Signal Maintenance,90,Medium,13:45,±30 min,Signal Team,Urgent,Pending,825,30,795,855,Signal,SEC-015,JEUR,High,59.96,Medium
BR-00157,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,Track,SEC-022,SUR,High,51.33,Medium
BR-00158,AST-0177,SEC-015,JEUR,Signal Maintenance,45,Medium,10:15,±30 min,Signal Team,Urgent,Pending,615,30,585,645,Signal,SEC-015,JEUR,High,59.96,Medium
BR-00159,AST-0104,SEC-038,HD,Signal Maintenance,60,High,04:00,±60 min,Signal Team,Normal,Pending,240,60,180,300,OHE,SEC-038,HD,Medium,75.24,High
BR-00160,AST-0121,SEC-028,CND,Track Renewal,45,High,08:15,±30 min,Track Maintenance Team,Urgent,Pending,495,30,465,525,Level Crossing,SEC-028,CND,High,69.19,High
BR-00161,AST-0027,SEC-026,PRLI,Track Inspection,90,High,13:45,Fixed,Track Maintenance Team,Normal,Pending,825,0,825,825,Bridge,SEC-026,PRLI,High,61.14,High
BR-00162,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,Fixed,Track Maintenance Team,Normal,Pending,990,0,990,990,Bridge,SEC-026,PRLI,High,61.14,High
BR-00163,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,05:45,±60 min,Signal Team,Urgent,Pending,345,60,285,405,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-00164,AST-0027,SEC-026,PRLI,Track Inspection,30,High,05:00,Fixed,Track Maintenance Team,Normal,Pending,300,0,300,300,Bridge,SEC-026,PRLI,High,61.14,High
BR-00165,AST-0012,SEC-015,JEUR,Signal Maintenance,45,Low,18:30,Fixed,Bridge Inspection Team,Urgent,Pending,1110,0,1110,1110,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00166,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,19:30,±30 min,Signal Team,Urgent,Pending,1170,30,1140,1200,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-00167,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-020,SEG,High,31.46,Low
BR-00168,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00169,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,17:00,±30 min,Signal Team,Urgent,Pending,1020,30,990,1050,Track,SEC-018,BDWD,Low,58.9,Medium
BR-00170,AST-0183,SEC-008,PC,Signal Maintenance,30,High,14:15,±30 min,Bridge Inspection Team,Normal,Pending,855,30,825,885,OHE,SEC-008,PC,High,60.59,High
BR-00171,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00172,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,12:15,±60 min,Track Maintenance Team,Urgent,Pending,735,60,675,795,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00173,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,19:30,Fixed,Signal Team,Urgent,Pending,1170,0,1170,1170,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-00174,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00175,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00176,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,08:30,±30 min,Bridge Inspection Team,Urgent,Pending,510,30,480,540,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00177,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,Track,SEC-022,SUR,High,51.33,Medium
BR-00178,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,Level Crossing,SEC-002,VSKP,Critical,48.79,Medium
BR-00179,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±15 min,Track Maintenance Team,Urgent,Pending,810,15,795,825,OHE,SEC-004,BNC,High,50.39,Medium
BR-00180,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,OHE,SEC-033,KVK,High,32.82,Low
BR-00181,AST-0122,SEC-042,HBD,Bridge Inspection,45,High,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,Bridge,SEC-042,HBD,Low,76.65,High
BR-00182,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±30 min,OHE Team,Normal,Pending,105,30,75,135,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-00183,AST-0059,SEC-021,BD,Rail Grinding,75,Medium,00:45,±30 min,Track Maintenance Team,Normal,Pending,45,30,15,75,Bridge,SEC-021,BD,Low,43.06,Medium
BR-00184,AST-0141,SEC-022,SUR,Point Machine Maintenance,60,Medium,16:30,Fixed,Track Maintenance Team,Normal,Pending,990,0,990,990,Track,SEC-022,SUR,High,51.33,Medium
BR-00185,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,20:30,±15 min,OHE Team,Urgent,Pending,1230,15,1215,1245,Bridge,SEC-009,JMD,High,47.35,Medium
BR-00186,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:15,±15 min,Bridge Inspection Team,Urgent,Pending,615,15,600,630,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00187,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720,OHE,SEC-008,PC,High,60.59,High
BR-00188,AST-0042,SEC-020,SEG,Track Inspection,45,Low,22:00,Fixed,Track Maintenance Team,Normal,Pending,1320,0,1320,1320,Bridge,SEC-020,SEG,High,31.46,Low
BR-00189,AST-0171,SEC-012,KSRA,Track Inspection,90,High,18:15,±15 min,Track Maintenance Team,Normal,Pending,1095,15,1080,1110,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-00190,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,09:45,±30 min,Bridge Inspection Team,Normal,Pending,585,30,555,615,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00191,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,18:15,±30 min,Track Maintenance Team,Urgent,Pending,1095,30,1065,1125,OHE,SEC-033,KVK,High,32.82,Low
BR-00192,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00193,AST-0090,SEC-043,HBJ,OHE Inspection,45,High,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,Point Machine,SEC-043,HBJ,High,69.6,High
BR-00194,AST-0183,SEC-008,PC,Signal Maintenance,60,High,09:00,±15 min,Bridge Inspection Team,Normal,Pending,540,15,525,555,OHE,SEC-008,PC,High,60.59,High
BR-00195,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,OHE,SEC-003,JTJ,High,38.52,Medium
BR-00196,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,02:45,±15 min,Bridge Inspection Team,Urgent,Pending,165,15,150,180,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00197,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00198,AST-0197,SEC-020,AK,OHE Inspection,60,Medium,01:45,Fixed,Track Maintenance Team,Urgent,Pending,105,0,105,105,OHE,SEC-020,AK,Low,40.22,Medium
BR-00199,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00200,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,11:15,±15 min,Track Maintenance Team,Urgent,Pending,675,15,660,690,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00201,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,15:45,±60 min,Track Maintenance Team,Normal,Pending,945,60,885,1005,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00202,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,11:15,±15 min,Track Maintenance Team,Urgent,Pending,675,15,660,690,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00203,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:00,Fixed,Track Maintenance Team,Normal,Pending,600,0,600,600,Bridge,SEC-026,PRLI,High,61.14,High
BR-00204,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:45,±60 min,Bridge Inspection Team,Normal,Pending,765,60,705,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00205,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,13:00,Fixed,Track Maintenance Team,Normal,Pending,780,0,780,780,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00206,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00207,AST-0059,SEC-021,BD,Rail Grinding,60,Medium,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,Bridge,SEC-021,BD,Low,43.06,Medium
BR-00208,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00209,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,05:00,Fixed,Bridge Inspection Team,Normal,Pending,300,0,300,300,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00210,AST-0194,SEC-027,PAU,Rail Grinding,75,Low,19:30,±30 min,OHE Team,Urgent,Pending,1170,30,1140,1200,Point Machine,SEC-027,PAU,High,30.47,Low
BR-00211,AST-0012,SEC-015,JEUR,Signal Maintenance,45,Low,16:30,±30 min,Bridge Inspection Team,Urgent,Pending,990,30,960,1020,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00212,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,07:45,Fixed,Signal Team,Urgent,Pending,465,0,465,465,Track,SEC-018,BDWD,Low,58.9,Medium
BR-00213,AST-0121,SEC-028,CND,Track Renewal,60,High,19:45,±15 min,Track Maintenance Team,Urgent,Pending,1185,15,1170,1200,Level Crossing,SEC-028,CND,High,69.19,High
BR-00214,AST-0126,SEC-041,GAR,Track Renewal,75,Medium,14:45,±30 min,Bridge Inspection Team,Normal,Pending,885,30,855,915,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00215,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00216,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:15,±30 min,OHE Team,Normal,Pending,195,30,165,225,Signal,SEC-021,BD,Critical,53.64,Medium
BR-00217,AST-0008,SEC-017,ANG,Track Renewal,45,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185,Level Crossing,SEC-017,ANG,Medium,24.7,Low
BR-00218,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±15 min,Signal Team,Normal,Pending,1335,15,1320,1350,Bridge,SEC-003,JTJ,Medium,39.46,Medium
BR-00219,AST-0063,SEC-019,MKU,Bridge Inspection,120,Low,07:30,±60 min,Signal Team,Normal,Pending,450,60,390,510,Signal,SEC-019,MKU,High,31.08,Low
BR-00220,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-00221,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,12:15,±30 min,Bridge Inspection Team,Urgent,Pending,735,30,705,765,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00222,AST-0117,SEC-043,HBJ,Signal Maintenance,60,Critical,19:15,±60 min,Signal Team,Normal,Pending,1155,60,1095,1215,OHE,SEC-043,HBJ,High,95.3,Critical
BR-00223,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00224,AST-0136,SEC-021,BD,Signal Maintenance,60,Medium,04:30,±15 min,OHE Team,Normal,Pending,270,15,255,285,Signal,SEC-021,BD,Critical,53.64,Medium
BR-00225,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,Fixed,Bridge Inspection Team,Normal,Pending,780,0,780,780,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00226,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,Bridge,SEC-043,BINA,High,35.37,Medium
BR-00227,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,02:45,±30 min,Bridge Inspection Team,Urgent,Pending,165,30,135,195,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00228,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±15 min,Track Maintenance Team,Normal,Pending,600,15,585,615,Bridge,SEC-026,PRLI,High,61.14,High
BR-00229,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,19:45,±30 min,Signal Team,Urgent,Pending,1185,30,1155,1215,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-00230,AST-0171,SEC-012,KSRA,Track Inspection,60,High,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,Bridge,SEC-012,KSRA,Critical,65.45,High
BR-00231,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00232,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±60 min,Signal Team,Urgent,Pending,300,60,240,360,Signal,SEC-015,JEUR,High,59.96,Medium
BR-00233,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,02:00,±15 min,Track Maintenance Team,Urgent,Pending,120,15,105,135,OHE,SEC-020,AK,Low,40.22,Medium
BR-00234,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±15 min,Bridge Inspection Team,Urgent,Pending,300,15,285,315,Bridge,SEC-015,JEUR,Low,32.09,Low
BR-00235,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,Bridge,SEC-026,PRLI,High,61.14,High
BR-00236,AST-0059,SEC-021,BD,Track Renewal,45,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225,Bridge,SEC-021,BD,Low,43.06,Medium
BR-00237,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00238,AST-0077,SEC-033,DLGN,Track Renewal,90,Low,05:15,±15 min,Bridge Inspection Team,Urgent,Pending,315,15,300,330,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00239,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,±30 min,Bridge Inspection Team,Normal,Pending,375,30,345,405,Bridge,SEC-017,ANG,Critical,80.11,Critical
BR-00240,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00241,AST-0183,SEC-008,PC,Signal Maintenance,120,High,13:15,Fixed,Bridge Inspection Team,Normal,Pending,795,0,795,795,OHE,SEC-008,PC,High,60.59,High
BR-00242,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±15 min,Track Maintenance Team,Normal,Pending,990,15,975,1005,Bridge,SEC-026,PRLI,High,61.14,High
BR-00243,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-00244,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,±15 min,Bridge Inspection Team,Normal,Pending,780,15,765,795,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00245,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,09:30,±15 min,Track Maintenance Team,Urgent,Pending,570,15,555,585,OHE,SEC-004,BNC,High,50.39,Medium
BR-00246,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480,Bridge,SEC-026,PRLI,High,61.14,High
BR-00247,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00248,AST-0027,SEC-026,PRLI,Track Inspection,45,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,Bridge,SEC-026,PRLI,High,61.14,High
BR-00249,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:15,±15 min,Bridge Inspection Team,Normal,Pending,735,15,720,750,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00250,AST-0042,SEC-020,SEG,Track Inspection,30,Low,22:15,±15 min,Track Maintenance Team,Normal,Pending,1335,15,1320,1350,Bridge,SEC-020,SEG,High,31.46,Low
BR-00251,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00252,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,Signal,SEC-022,NAVI,Medium,75.58,High
BR-00253,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00254,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,15:15,±30 min,OHE Team,Normal,Pending,915,30,885,945,Signal,SEC-021,BD,Critical,53.64,Medium
BR-00255,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±15 min,Track Maintenance Team,Normal,Pending,1215,15,1200,1230,Bridge,SEC-020,SEG,High,31.46,Low
BR-00256,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
BR-00257,AST-0086,SEC-030,WR,Track Inspection,60,High,03:00,±30 min,Track Maintenance Team,Normal,Pending,180,30,150,210,OHE,SEC-030,WR,Medium,70.23,High
BR-00258,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,18:30,±30 min,Bridge Inspection Team,Urgent,Pending,1110,30,1080,1140,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00259,AST-0121,SEC-028,CND,Track Renewal,45,High,05:15,±30 min,Track Maintenance Team,Urgent,Pending,315,30,285,345,Level Crossing,SEC-028,CND,High,69.19,High
BR-00260,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,01:00,Fixed,Bridge Inspection Team,Normal,Pending,60,0,60,60,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00261,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,Signal,SEC-033,DLGN,Medium,31.57,Low
BR-00262,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,21:30,±15 min,Bridge Inspection Team,Normal,Pending,1290,15,1275,1305,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00263,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,01:00,±60 min,Bridge Inspection Team,Normal,Pending,60,60,0,120,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00264,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,Bridge,SEC-026,PRLI,High,61.14,High
BR-00265,AST-0059,SEC-021,BD,Track Renewal,45,Medium,15:15,±30 min,Signal Team,Urgent,Pending,915,30,885,945,Bridge,SEC-021,BD,Low,43.06,Medium
BR-00266,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,16:00,±30 min,OHE Team,Normal,Pending,960,30,930,990,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-00267,AST-0042,SEC-020,SEG,Track Inspection,45,Low,14:30,Fixed,Track Maintenance Team,Normal,Pending,870,0,870,870,Bridge,SEC-020,SEG,High,31.46,Low
BR-00268,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:15,Fixed,Signal Team,Urgent,Pending,1215,0,1215,1215,Bridge,SEC-010,DHI,Medium,58.79,Medium
BR-00269,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:45,Fixed,Track Maintenance Team,Normal,Pending,645,0,645,645,Bridge,SEC-042,HBD,Low,76.65,High
BR-00270,AST-0183,SEC-008,PC,Signal Maintenance,120,High,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840,OHE,SEC-008,PC,High,60.59,High
BR-00271,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,20:00,±15 min,Bridge Inspection Team,Normal,Pending,1200,15,1185,1215,Track,SEC-041,GAR,Critical,49.75,Medium
BR-00272,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:30,±15 min,OHE Team,Urgent,Pending,810,15,795,825,Point Machine,SEC-027,PAU,High,30.47,Low
BR-00273,AST-0059,SEC-021,BD,Track Renewal,30,Medium,01:00,±15 min,Signal Team,Urgent,Pending,60,15,45,75,Bridge,SEC-021,BD,Low,43.06,Medium
BR-00274,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,04:30,±30 min,OHE Team,Normal,Pending,270,30,240,300,Signal,SEC-021,BD,Critical,53.64,Medium
BR-00275,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00276,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,Bridge,SEC-036,ARAG,Medium,47.44,Medium
BR-00277,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,Fixed,Signal Team,Urgent,Pending,300,0,300,300,Signal,SEC-015,JEUR,High,59.96,Medium
BR-00278,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,16:15,Fixed,OHE Team,Urgent,Pending,975,0,975,975,Bridge,SEC-009,JMD,High,47.35,Medium
BR-00279,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:45,±15 min,OHE Team,Normal,Pending,105,15,90,120,Point Machine,SEC-049,HWH,Low,55.48,Medium
BR-00280,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,07:15,±30 min,OHE Team,Normal,Pending,435,30,405,465,Level Crossing,SEC-021,MZR,Medium,70.94,High
BR-00281,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±15 min,Track Maintenance Team,Normal,Pending,585,15,570,600,Bridge,SEC-007,JL,Medium,31.28,Low
BR-00282,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,22:45,±15 min,Track Maintenance Team,Normal,Pending,1365,15,1350,1380,Bridge,SEC-042,HBD,Low,76.65,High
BR-00283,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,20:00,±30 min,Signal Team,Urgent,Pending,1200,30,1170,1230,Track,SEC-018,BDWD,Low,58.9,Medium
BR-00284,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,Point Machine,SEC-049,KGP,Medium,40.6,Medium
