block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min,station Code,Station Name
BR-00167,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,SEG,SHEGAON
BR-00168,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00169,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,17:00,±30 min,Signal Team,Urgent,Pending,1020,30,990,1050,BDWD,BODWAD
BR-00170,AST-0183,SEC-008,PC,Signal Maintenance,30,High,14:15,±30 min,Bridge Inspection Team,Normal,Pending,855,30,825,885,PC,PACHORA JN
BR-00171,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,KGP,KHARAGPUR JN
BR-00172,AST-0124,SEC-022,NAVI,Signal Maintenance,60,High,12:15,±60 min,Track Maintenance Team,Urgent,Pending,735,60,675,795,NAVI,NEW AMRAVATI
BR-00173,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,19:30,Fixed,Signal Team,Urgent,Pending,1170,0,1170,1170,DHI,DHULE
BR-00174,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00175,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840,ARAG,ARAG
BR-00176,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,08:30,±30 min,Bridge Inspection Team,Urgent,Pending,510,30,480,540,JEUR,JEUR
BR-00177,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,02:00,±30 min,Track Maintenance Team,Normal,Pending,120,30,90,150,SUR,SOLAPUR JN
BR-00178,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±15 min,Signal Team,Normal,Pending,45,15,30,60,VSKP,VISAKHAPATNAM
BR-00179,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±15 min,Track Maintenance Team,Urgent,Pending,810,15,795,825,BNC,BANGALORE CANT
BR-00180,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,07:00,±30 min,Track Maintenance Team,Urgent,Pending,420,30,390,450,KVK,KAVATHE MAHANKL
BR-00181,AST-0122,SEC-042,HBD,Bridge Inspection,45,High,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290,HBD,HOSHANGABAD
BR-00182,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±30 min,OHE Team,Normal,Pending,105,30,75,135,HWH,HOWRAH JN
BR-00183,AST-0059,SEC-021,BD,Rail Grinding,75,Medium,00:45,±30 min,Track Maintenance Team,Normal,Pending,45,30,15,75,BD,BADNERA JN
BR-00184,AST-0141,SEC-022,SUR,Point Machine Maintenance,60,Medium,16:30,Fixed,Track Maintenance Team,Normal,Pending,990,0,990,990,SUR,SOLAPUR JN
BR-00185,AST-0143,SEC-009,JMD,Track Inspection,60,Medium,20:30,±15 min,OHE Team,Urgent,Pending,1230,15,1215,1245,JMD,JAMDHA
BR-00186,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:15,±15 min,Bridge Inspection Team,Urgent,Pending,615,15,600,630,DLGN,DHALGAON
BR-00187,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720,PC,PACHORA JN
BR-00188,AST-0042,SEC-020,SEG,Track Inspection,45,Low,22:00,Fixed,Track Maintenance Team,Normal,Pending,1320,0,1320,1320,SEG,SHEGAON
BR-00189,AST-0171,SEC-012,KSRA,Track Inspection,90,High,18:15,±15 min,Track Maintenance Team,Normal,Pending,1095,15,1080,1110,KSRA,KASARA
BR-00190,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,09:45,±30 min,Bridge Inspection Team,Normal,Pending,585,30,555,615,GAR,GADARWARA
BR-00191,AST-0148,SEC-033,KVK,Signal Maintenance,90,Low,18:15,±30 min,Track Maintenance Team,Urgent,Pending,1095,30,1065,1125,KVK,KAVATHE MAHANKL
BR-00192,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,DLGN,DHALGAON
BR-00193,AST-0090,SEC-043,HBJ,OHE Inspection,45,High,12:30,±30 min,Signal Team,Normal,Pending,750,30,720,780,HBJ,HABIBGANJ
BR-00194,AST-0183,SEC-008,PC,Signal Maintenance,60,High,09:00,±15 min,Bridge Inspection Team,Normal,Pending,540,15,525,555,PC,PACHORA JN
BR-00195,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,22:15,±30 min,OHE Team,Urgent,Pending,1335,30,1305,1365,JTJ,JOLARPETTAI
BR-00196,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,02:45,±15 min,Bridge Inspection Team,Urgent,Pending,165,15,150,180,JEUR,JEUR
BR-00197,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765,ARAG,ARAG
BR-00198,AST-0197,SEC-020,AK,OHE Inspection,60,Medium,01:45,Fixed,Track Maintenance Team,Urgent,Pending,105,0,105,105,AK,AKOLA JN
BR-00199,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±60 min,Bridge Inspection Team,Normal,Pending,1275,60,1215,1335,KGP,KHARAGPUR JN
BR-00200,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,11:15,±15 min,Track Maintenance Team,Urgent,Pending,675,15,660,690,NAVI,NEW AMRAVATI
BR-00201,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,15:45,±60 min,Track Maintenance Team,Normal,Pending,945,60,885,1005,NAVI,NEW AMRAVATI
BR-00202,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,11:15,±15 min,Track Maintenance Team,Urgent,Pending,675,15,660,690,NAVI,NEW AMRAVATI
BR-00203,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:00,Fixed,Track Maintenance Team,Normal,Pending,600,0,600,600,PRLI,PARLI VAIJNATH
BR-00204,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,12:45,±60 min,Bridge Inspection Team,Normal,Pending,765,60,705,825,ARAG,ARAG
BR-00205,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,13:00,Fixed,Track Maintenance Team,Normal,Pending,780,0,780,780,NAVI,NEW AMRAVATI
BR-00206,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,NAVI,NEW AMRAVATI
BR-00207,AST-0059,SEC-021,BD,Rail Grinding,60,Medium,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300,BD,BADNERA JN
BR-00208,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795,ARAG,ARAG
BR-00209,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,05:00,Fixed,Bridge Inspection Team,Normal,Pending,300,0,300,300,GAR,GADARWARA
BR-00210,AST-0194,SEC-027,PAU,Rail Grinding,75,Low,19:30,±30 min,OHE Team,Urgent,Pending,1170,30,1140,1200,PAU,PURNA JN
BR-00211,AST-0012,SEC-015,JEUR,Signal Maintenance,45,Low,16:30,±30 min,Bridge Inspection Team,Urgent,Pending,990,30,960,1020,JEUR,JEUR
BR-00212,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,07:45,Fixed,Signal Team,Urgent,Pending,465,0,465,465,BDWD,BODWAD
BR-00213,AST-0121,SEC-028,CND,Track Renewal,60,High,19:45,±15 min,Track Maintenance Team,Urgent,Pending,1185,15,1170,1200,CND,CHANDUR
BR-00214,AST-0126,SEC-041,GAR,Track Renewal,75,Medium,14:45,±30 min,Bridge Inspection Team,Normal,Pending,885,30,855,915,GAR,GADARWARA
BR-00215,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00216,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,03:15,±30 min,OHE Team,Normal,Pending,195,30,165,225,BD,BADNERA JN
BR-00217,AST-0008,SEC-017,ANG,Track Renewal,45,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185,ANG,AHMADNAGAR
BR-00218,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±15 min,Signal Team,Normal,Pending,1335,15,1320,1350,JTJ,JOLARPETTAI
BR-00219,AST-0063,SEC-019,MKU,Bridge Inspection,120,Low,07:30,±60 min,Signal Team,Normal,Pending,450,60,390,510,MKU,MALKAPUR
BR-00220,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810,ANG,AHMADNAGAR
BR-00221,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,12:15,±30 min,Bridge Inspection Team,Urgent,Pending,735,30,705,765,DLGN,DHALGAON
BR-00222,AST-0117,SEC-043,HBJ,Signal Maintenance,60,Critical,19:15,±60 min,Signal Team,Normal,Pending,1155,60,1095,1215,HBJ,HABIBGANJ
BR-00223,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-00224,AST-0136,SEC-021,BD,Signal Maintenance,60,Medium,04:30,±15 min,OHE Team,Normal,Pending,270,15,255,285,BD,BADNERA JN
BR-00225,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,Fixed,Bridge Inspection Team,Normal,Pending,780,0,780,780,GAR,GADARWARA
BR-00226,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-00227,AST-0012,SEC-015,JEUR,Signal Maintenance,90,Low,02:45,±30 min,Bridge Inspection Team,Urgent,Pending,165,30,135,195,JEUR,JEUR
BR-00228,AST-0027,SEC-026,PRLI,Track Inspection,60,High,10:00,±15 min,Track Maintenance Team,Normal,Pending,600,15,585,615,PRLI,PARLI VAIJNATH
BR-00229,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,19:45,±30 min,Signal Team,Urgent,Pending,1185,30,1155,1215,DHI,DHULE
BR-00230,AST-0171,SEC-012,KSRA,Track Inspection,60,High,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,KSRA,KASARA
BR-00231,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00232,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,±60 min,Signal Team,Urgent,Pending,300,60,240,360,JEUR,JEUR
BR-00233,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,02:00,±15 min,Track Maintenance Team,Urgent,Pending,120,15,105,135,AK,AKOLA JN
BR-00234,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,05:00,±15 min,Bridge Inspection Team,Urgent,Pending,300,15,285,315,JEUR,JEUR
BR-00235,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245,PRLI,PARLI VAIJNATH
BR-00236,AST-0059,SEC-021,BD,Track Renewal,45,Medium,03:15,±30 min,Signal Team,Urgent,Pending,195,30,165,225,BD,BADNERA JN
BR-00237,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825,ARAG,ARAG
BR-00238,AST-0077,SEC-033,DLGN,Track Renewal,90,Low,05:15,±15 min,Bridge Inspection Team,Urgent,Pending,315,15,300,330,DLGN,DHALGAON
BR-00239,AST-0047,SEC-017,ANG,Track Inspection,60,Critical,06:15,±30 min,Bridge Inspection Team,Normal,Pending,375,30,345,405,ANG,AHMADNAGAR
BR-00240,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,Fixed,Track Maintenance Team,Normal,Pending,1275,0,1275,1275,KGP,KHARAGPUR JN
BR-00241,AST-0183,SEC-008,PC,Signal Maintenance,120,High,13:15,Fixed,Bridge Inspection Team,Normal,Pending,795,0,795,795,PC,PACHORA JN
BR-00242,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±15 min,Track Maintenance Team,Normal,Pending,990,15,975,1005,PRLI,PARLI VAIJNATH
BR-00243,AST-0098,SEC-049,HWH,Track Inspection,90,Medium,01:15,±30 min,OHE Team,Normal,Pending,75,30,45,105,HWH,HOWRAH JN
BR-00244,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,±15 min,Bridge Inspection Team,Normal,Pending,780,15,765,795,GAR,GADARWARA
BR-00245,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,09:30,±15 min,Track Maintenance Team,Urgent,Pending,570,15,555,585,BNC,BANGALORE CANT
BR-00246,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:30,±30 min,Track Maintenance Team,Normal,Pending,450,30,420,480,PRLI,PARLI VAIJNATH
BR-00247,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00248,AST-0027,SEC-026,PRLI,Track Inspection,45,High,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825,PRLI,PARLI VAIJNATH
BR-00249,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:15,±15 min,Bridge Inspection Team,Normal,Pending,735,15,720,750,ARAG,ARAG
BR-00250,AST-0042,SEC-020,SEG,Track Inspection,30,Low,22:15,±15 min,Track Maintenance Team,Normal,Pending,1335,15,1320,1350,SEG,SHEGAON
BR-00251,AST-0075,SEC-036,ARAG,OHE Inspection,90,Medium,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765,ARAG,ARAG
BR-00252,AST-0124,SEC-022,NAVI,Signal Maintenance,45,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,NAVI,NEW AMRAVATI
BR-00253,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00254,AST-0136,SEC-021,BD,Signal Maintenance,45,Medium,15:15,±30 min,OHE Team,Normal,Pending,915,30,885,945,BD,BADNERA JN
BR-00255,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±15 min,Track Maintenance Team,Normal,Pending,1215,15,1200,1230,SEG,SHEGAON
BR-00256,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00257,AST-0086,SEC-030,WR,Track Inspection,60,High,03:00,±30 min,Track Maintenance Team,Normal,Pending,180,30,150,210,WR,WARDHA JN
BR-00258,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,18:30,±30 min,Bridge Inspection Team,Urgent,Pending,1110,30,1080,1140,DLGN,DHALGAON
BR-00259,AST-0121,SEC-028,CND,Track Renewal,45,High,05:15,±30 min,Track Maintenance Team,Urgent,Pending,315,30,285,345,CND,CHANDUR
BR-00260,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,01:00,Fixed,Bridge Inspection Team,Normal,Pending,60,0,60,60,GAR,GADARWARA
BR-00261,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,10:30,±30 min,Bridge Inspection Team,Urgent,Pending,630,30,600,660,DLGN,DHALGAON
BR-00262,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,21:30,±15 min,Bridge Inspection Team,Normal,Pending,1290,15,1275,1305,GAR,GADARWARA
BR-00263,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,01:00,±60 min,Bridge Inspection Team,Normal,Pending,60,60,0,120,GAR,GADARWARA
BR-00264,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020,PRLI,PARLI VAIJNATH
BR-00265,AST-0059,SEC-021,BD,Track Renewal,45,Medium,15:15,±30 min,Signal Team,Urgent,Pending,915,30,885,945,BD,BADNERA JN
BR-00266,AST-0021,SEC-021,MZR,Signal Maintenance,30,High,16:00,±30 min,OHE Team,Normal,Pending,960,30,930,990,MZR,MURTAJAPUR
BR-00267,AST-0042,SEC-020,SEG,Track Inspection,45,Low,14:30,Fixed,Track Maintenance Team,Normal,Pending,870,0,870,870,SEG,SHEGAON
BR-00268,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,20:15,Fixed,Signal Team,Urgent,Pending,1215,0,1215,1215,DHI,DHULE
BR-00269,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:45,Fixed,Track Maintenance Team,Normal,Pending,645,0,645,645,HBD,HOSHANGABAD
BR-00270,AST-0183,SEC-008,PC,Signal Maintenance,120,High,13:30,±30 min,Bridge Inspection Team,Normal,Pending,810,30,780,840,PC,PACHORA JN
BR-00271,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,20:00,±15 min,Bridge Inspection Team,Normal,Pending,1200,15,1185,1215,GAR,GADARWARA
BR-00272,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,13:30,±15 min,OHE Team,Urgent,Pending,810,15,795,825,PAU,PURNA JN
BR-00273,AST-0059,SEC-021,BD,Track Renewal,30,Medium,01:00,±15 min,Signal Team,Urgent,Pending,60,15,45,75,BD,BADNERA JN
BR-00274,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,04:30,±30 min,OHE Team,Normal,Pending,270,30,240,300,BD,BADNERA JN
BR-00275,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,ARAG,ARAG
BR-00276,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765,ARAG,ARAG
BR-00277,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,05:00,Fixed,Signal Team,Urgent,Pending,300,0,300,300,JEUR,JEUR
BR-00278,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,16:15,Fixed,OHE Team,Urgent,Pending,975,0,975,975,JMD,JAMDHA
BR-00279,AST-0098,SEC-049,HWH,Track Inspection,30,Medium,01:45,±15 min,OHE Team,Normal,Pending,105,15,90,120,HWH,HOWRAH JN
BR-00280,AST-0021,SEC-021,MZR,Signal Maintenance,45,High,07:15,±30 min,OHE Team,Normal,Pending,435,30,405,465,MZR,MURTAJAPUR
BR-00281,AST-0082,SEC-007,JL,Track Renewal,30,Low,09:45,±15 min,Track Maintenance Team,Normal,Pending,585,15,570,600,JL,JALGAON JN
BR-00282,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,22:45,±15 min,Track Maintenance Team,Normal,Pending,1365,15,1350,1380,HBD,HOSHANGABAD
BR-00283,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,20:00,±30 min,Signal Team,Urgent,Pending,1200,30,1170,1230,BDWD,BODWAD
BR-00284,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00285,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,01:00,Fixed,Signal Team,Urgent,Pending,60,0,60,60,JEUR,JEUR
BR-00286,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,15:15,±30 min,Track Maintenance Team,Normal,Pending,915,30,885,945,BD,BADNERA JN
BR-00287,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±30 min,Track Maintenance Team,Normal,Pending,780,30,750,810,SEG,SHEGAON
BR-00288,AST-0183,SEC-008,PC,Signal Maintenance,120,High,13:30,Fixed,Bridge Inspection Team,Normal,Pending,810,0,810,810,PC,PACHORA JN
BR-00289,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,19:00,±15 min,Bridge Inspection Team,Urgent,Pending,1140,15,1125,1155,DLGN,DHALGAON
BR-00290,AST-0113,SEC-003,JTJ,Track Renewal,30,Medium,15:15,Fixed,OHE Team,Urgent,Pending,915,0,915,915,JTJ,JOLARPETTAI
BR-00291,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00292,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120,HWH,HOWRAH JN
BR-00293,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00294,AST-0104,SEC-038,HD,Signal Maintenance,75,High,04:00,±30 min,Signal Team,Normal,Pending,240,30,210,270,HD,HARDA
BR-00295,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,14:45,±30 min,OHE Team,Urgent,Pending,885,30,855,915,JMD,JAMDHA
BR-00296,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:45,Fixed,Track Maintenance Team,Normal,Pending,645,0,645,645,HBD,HOSHANGABAD
BR-00297,AST-0077,SEC-033,DLGN,OHE Inspection,60,Low,16:30,Fixed,Bridge Inspection Team,Urgent,Pending,990,0,990,990,DLGN,DHALGAON
BR-00298,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,06:00,Fixed,Signal Team,Urgent,Pending,360,0,360,360,DHI,DHULE
BR-00299,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00300,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,12:30,±30 min,Signal Team,Urgent,Pending,750,30,720,780,JEUR,JEUR
BR-00301,AST-0042,SEC-020,SEG,Track Inspection,60,Low,14:30,±15 min,Track Maintenance Team,Normal,Pending,870,15,855,885,SEG,SHEGAON
BR-00302,AST-0042,SEC-020,SEG,Track Inspection,30,Low,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795,SEG,SHEGAON
BR-00303,AST-0122,SEC-042,HBD,Bridge Inspection,75,High,13:30,±15 min,Track Maintenance Team,Normal,Pending,810,15,795,825,HBD,HOSHANGABAD
BR-00304,AST-0183,SEC-008,PC,Signal Maintenance,75,High,02:15,Fixed,Bridge Inspection Team,Normal,Pending,135,0,135,135,PC,PACHORA JN
BR-00305,AST-0121,SEC-028,CND,Track Renewal,45,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005,CND,CHANDUR
BR-00306,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,11:00,±30 min,Track Maintenance Team,Normal,Pending,660,30,630,690,NAVI,NEW AMRAVATI
BR-00307,AST-0171,SEC-012,KSRA,Track Inspection,60,High,06:30,±30 min,Track Maintenance Team,Normal,Pending,390,30,360,420,KSRA,KASARA
BR-00308,AST-0021,SEC-021,MZR,Signal Maintenance,60,High,21:15,±60 min,OHE Team,Normal,Pending,1275,60,1215,1335,MZR,MURTAJAPUR
BR-00309,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,07:00,Fixed,Track Maintenance Team,Urgent,Pending,420,0,420,420,BNC,BANGALORE CANT
BR-00310,AST-0077,SEC-033,DLGN,OHE Inspection,75,Low,12:30,Fixed,Bridge Inspection Team,Urgent,Pending,750,0,750,750,DLGN,DHALGAON
BR-00311,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±15 min,Track Maintenance Team,Normal,Pending,1290,15,1275,1305,PRLI,PARLI VAIJNATH
BR-00312,AST-0012,SEC-015,JEUR,Signal Maintenance,60,Low,10:15,Fixed,Bridge Inspection Team,Urgent,Pending,615,0,615,615,JEUR,JEUR
BR-00313,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305,KGP,KHARAGPUR JN
BR-00314,AST-0183,SEC-008,PC,Signal Maintenance,45,High,13:30,±15 min,Bridge Inspection Team,Normal,Pending,810,15,795,825,PC,PACHORA JN
BR-00315,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630,BINA,BINA JN
BR-00316,AST-0012,SEC-015,JEUR,Signal Maintenance,30,Low,07:30,±30 min,Bridge Inspection Team,Urgent,Pending,450,30,420,480,JEUR,JEUR
BR-00317,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,04:45,±60 min,Track Maintenance Team,Normal,Pending,285,60,225,345,BD,BADNERA JN
BR-00318,AST-0075,SEC-036,ARAG,Point Machine Maintenance,120,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795,ARAG,ARAG
BR-00319,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75,VSKP,VISAKHAPATNAM
BR-00320,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615,AK,AKOLA JN
BR-00321,AST-0027,SEC-026,PRLI,Track Inspection,45,High,18:00,±15 min,Track Maintenance Team,Normal,Pending,1080,15,1065,1095,PRLI,PARLI VAIJNATH
BR-00322,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,08:45,±15 min,OHE Team,Urgent,Pending,525,15,510,540,JMD,JAMDHA
BR-00323,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,10:15,±15 min,Track Maintenance Team,Urgent,Pending,615,15,600,630,KVK,KAVATHE MAHANKL
BR-00324,AST-0042,SEC-020,SEG,Track Inspection,30,Low,20:15,±15 min,Track Maintenance Team,Normal,Pending,1215,15,1200,1230,SEG,SHEGAON
BR-00325,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,04:45,±15 min,Track Maintenance Team,Normal,Pending,285,15,270,300,BD,BADNERA JN
BR-00326,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645,SUR,SOLAPUR JN
BR-00327,AST-0027,SEC-026,PRLI,Track Inspection,45,High,10:00,±30 min,Track Maintenance Team,Normal,Pending,600,30,570,630,PRLI,PARLI VAIJNATH
BR-00328,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,09:00,±30 min,Bridge Inspection Team,Normal,Pending,540,30,510,570,PLO,PULGAON JN
BR-00329,AST-0104,SEC-038,HD,Signal Maintenance,30,High,06:30,Fixed,Signal Team,Normal,Pending,390,0,390,390,HD,HARDA
BR-00330,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,19:30,±30 min,Bridge Inspection Team,Normal,Pending,1170,30,1140,1200,ANG,AHMADNAGAR
BR-00331,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:45,±15 min,Bridge Inspection Team,Normal,Pending,765,15,750,780,ARAG,ARAG
BR-00332,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020,KVK,KAVATHE MAHANKL
