asset_id,asset_type,section_id,nearest_station_code,age_years,condition_score,failure_count_24m,days_since_last_maintenance,usage_percent,criticality,asset_risk_score,maintenance_priority
AST-0324,OHE,SEC-259,PBN,19,69.15,5,633,68,High,58.34,High
AST-0325,OHE,SEC-090,NDLS,9,69.15,6,452,46,Critical,65.55,High
AST-0326,Level Crossing,SEC-011,ROK,21,46.39,4,888,36,Medium,53.0,Medium
AST-0327,Track,SEC-227,MAO,8,80.03,1,444,81,Critical,60.0,High
AST-0328,OHE,SEC-308,TNA,16,63.71,1,821,40,Medium,47.21,Medium
AST-0329,Point Machine,SEC-487,JP,4,52.32,2,771,70,High,61.58,High
AST-0330,Signal,SEC-016,GLPT,11,87.27,0,752,59,Critical,60.42,High
AST-0331,OHE,SEC-287,WL,15,67.58,2,537,48,Critical,66.05,High
AST-0332,Track,SEC-307,SMPA,31,68.77,3,483,69,High,50.31,Medium
AST-0333,Signal,SEC-481,CHI,24,60.84,1,454,90,Medium,42.34,Medium
AST-0334,Bridge,SEC-457,RJT,26,45.48,6,674,73,Critical,84.9,Critical
AST-0335,Level Crossing,SEC-068,DDN,19,72.14,2,248,62,High,42.42,Medium
AST-0336,Bridge,SEC-096,ADI,27,46.7,1,385,96,High,62.45,High
AST-0337,Bridge,SEC-106,LMP,10,63.74,6,886,20,Medium,53.97,Medium
AST-0338,Bridge,SEC-450,VAK,11,61.03,1,615,33,High,63.77,High
AST-0339,Point Machine,SEC-108,DBR,23,55.75,4,701,48,Critical,76.69,Critical
AST-0340,Track,SEC-096,ASN,16,75.22,3,136,92,Critical,56.28,High
AST-0341,Level Crossing,SEC-109,KVR,19,69.19,2,341,80,Low,28.64,Low
AST-0342,Bridge,SEC-042,GADJ,17,56.47,1,540,20,High,51.84,Medium
AST-0343,Point Machine,SEC-304,PSDA,32,51.95,4,442,48,High,59.28,High
AST-0344,Track,SEC-315,ABP,32,50.61,0,134,28,Medium,29.94,Low
AST-0345,Bridge,SEC-108,SDL,12,71.05,2,651,58,Low,31.7,Low
AST-0346,OHE,SEC-216,SPJ,1,72.15,3,733,80,High,64.1,High
AST-0347,Point Machine,SEC-132,BXR,12,61.65,0,379,81,Medium,45.76,Medium
AST-0348,Bridge,SEC-092,YG,10,78.05,5,660,65,Medium,47.04,Medium
AST-0349,Track,SEC-079,APR,28,52.61,4,888,49,High,63.85,High
AST-0350,Signal,SEC-170,ADI,28,48.43,3,850,56,High,70.3,High
AST-0351,OHE,SEC-480,KND,8,70.54,1,390,74,Medium,36.14,Medium
AST-0352,Level Crossing,SEC-362,SME,11,70.5,3,166,100,Critical,60.55,High
AST-0353,Point Machine,SEC-234,TCR,4,71.38,1,513,31,High,55.08,High
AST-0354,Signal,SEC-424,DVL,20,60.59,2,888,95,Low,40.76,Medium
AST-0355,Track,SEC-083,MTJ,18,59.55,4,801,64,Medium,49.5,Medium
AST-0356,Signal,SEC-170,UJA,27,49.84,2,451,78,Critical,74.62,High
AST-0357,Point Machine,SEC-292,DVD,24,61.86,4,859,63,High,58.28,High
AST-0358,OHE,SEC-050,PRG,25,50.32,6,757,91,High,69.75,High
AST-0359,Signal,SEC-036,DRH,3,80.79,0,13,66,Critical,56.62,High
AST-0360,Bridge,SEC-295,TRO,12,81.06,1,729,44,Medium,46.0,Medium
AST-0361,Signal,SEC-366,MTJ,29,47.87,5,484,69,Low,36.96,Medium
AST-0362,Signal,SEC-248,PPN,13,67.15,0,228,85,High,43.26,Medium
AST-0363,OHE,SEC-157,AK,2,77.86,3,477,59,Low,24.37,Low
AST-0364,Level Crossing,SEC-151,LKO,27,62.7,5,561,20,Medium,28.9,Low
AST-0365,OHE,SEC-108,PER,13,69.57,1,247,56,Medium,42.68,Medium
AST-0366,OHE,SEC-058,NCB,30,40.38,7,422,61,Critical,82.85,Critical
AST-0367,Bridge,SEC-355,UBR,19,68.19,1,367,58,Low,21.78,Low
AST-0368,Track,SEC-126,ANTU,16,55.37,5,660,47,Critical,68.08,High
AST-0369,OHE,SEC-249,MS,33,51.88,6,375,89,High,63.88,High
AST-0370,Signal,SEC-476,AFR,5,83.84,2,13,20,High,38.75,Medium
AST-0371,Track,SEC-389,BSR,34,48.53,6,337,61,Low,49.85,Medium
AST-0372,OHE,SEC-015,MAU,12,74.81,1,207,61,High,42.62,Medium
AST-0373,Level Crossing,SEC-481,IGP,21,64.27,4,117,100,High,54.09,Medium
AST-0374,Bridge,SEC-035,KNHP,21,49.89,3,760,58,High,62.86,High
AST-0375,Track,SEC-319,STA,14,71.15,2,662,69,Medium,42.22,Medium
AST-0376,OHE,SEC-252,MGS,11,69.78,1,202,62,High,55.87,High
AST-0377,Track,SEC-217,KTHU,15,74.78,1,123,61,Critical,69.5,High
AST-0378,Point Machine,SEC-286,ARN,8,71.05,1,426,100,Low,32.65,Low
AST-0379,OHE,SEC-004,ALMR,35,50.86,1,109,33,High,44.03,Medium
AST-0380,OHE,SEC-083,JAA,14,63.37,4,390,43,High,58.83,High
AST-0381,Bridge,SEC-170,BXP,31,54.58,2,471,76,Critical,71.58,High
AST-0382,OHE,SEC-375,ANF,30,54.38,3,532,65,High,62.3,High
AST-0383,Level Crossing,SEC-338,RGDA,23,54.76,2,541,52,Medium,44.81,Medium
AST-0384,Track,SEC-493,DNR,17,72.23,2,250,57,Low,22.04,Low
AST-0385,Track,SEC-039,JLD,21,64.22,4,471,80,Critical,72.76,High
AST-0386,Level Crossing,SEC-168,NDKD,25,56.69,5,786,70,High,64.09,High
AST-0387,Point Machine,SEC-157,FDB,20,82.65,0,13,42,Medium,23.26,Low
AST-0388,Point Machine,SEC-227,NZM,3,84.85,2,538,64,Critical,60.77,High
AST-0389,Bridge,SEC-054,BRR,1,87.88,2,147,57,High,41.55,Medium
AST-0390,Bridge,SEC-380,JAT,35,32.59,6,818,70,Low,46.26,Medium
AST-0391,Bridge,SEC-305,CTF,1,72.18,3,665,51,High,56.67,High
AST-0392,Bridge,SEC-320,MLDT,21,51.19,6,657,31,Critical,74.38,High
AST-0393,Bridge,SEC-071,BE,16,79.07,2,231,74,Medium,36.09,Medium
AST-0394,OHE,SEC-046,ISA,21,72.5,2,522,71,Medium,51.89,Medium
AST-0395,Bridge,SEC-192,GWL,7,69.65,3,551,91,Critical,64.14,High
AST-0396,Signal,SEC-054,VAPI,23,85.48,2,13,28,High,38.03,Medium
AST-0397,Bridge,SEC-313,TRL,21,72.17,3,491,57,Critical,63.79,High
AST-0398,OHE,SEC-471,PUK,35,52.64,5,612,53,Medium,49.07,Medium
AST-0399,Bridge,SEC-065,SWM,20,79.17,1,85,49,Critical,47.65,Medium
AST-0400,Signal,SEC-091,TEL,33,61.75,1,610,23,High,56.31,High
AST-0401,Track,SEC-007,MOT,3,67.89,3,479,34,High,47.28,Medium
AST-0402,Track,SEC-392,CCI,30,49.98,1,812,65,Medium,60.35,High
AST-0403,Bridge,SEC-195,KRR,21,72.27,2,346,47,Low,27.88,Low
AST-0404,OHE,SEC-255,VZM,22,52.43,7,499,39,High,56.8,High
AST-0405,Bridge,SEC-182,ST,22,73.89,1,542,92,Critical,67.84,High
AST-0406,OHE,SEC-011,BL,35,70.17,4,13,100,Medium,37.93,Medium
AST-0407,Signal,SEC-200,SA,22,74.72,4,361,57,Critical,58.07,High
AST-0408,Level Crossing,SEC-211,AB,11,77.23,0,475,24,Low,22.54,Low
AST-0409,OHE,SEC-318,BE,12,73.65,1,13,68,Medium,30.39,Low
AST-0410,Bridge,SEC-479,LKR,27,48.3,4,628,20,Medium,60.37,High
AST-0411,Track,SEC-243,KSB,24,63.17,1,475,27,Medium,33.79,Low
AST-0412,Signal,SEC-111,CHI,3,82.03,2,474,68,High,50.29,Medium
AST-0413,OHE,SEC-210,TUP,24,64.23,3,641,26,Critical,63.23,High
AST-0414,OHE,SEC-487,SBR,8,90.87,2,346,52,High,41.24,Medium
AST-0415,Level Crossing,SEC-484,CKTD,23,62.74,5,464,24,Medium,38.33,Medium
AST-0416,OHE,SEC-049,SORO,11,63.12,1,678,60,Low,41.14,Medium
AST-0417,Track,SEC-084,SA,16,65.59,5,467,85,High,65.07,High
AST-0418,Point Machine,SEC-261,BE,13,73.16,0,13,44,High,45.59,Medium
AST-0419,Bridge,SEC-094,HDE,35,65.48,3,466,58,Low,30.22,Low
AST-0420,Track,SEC-012,KSG,23,61.8,4,470,40,Low,29.4,Low
AST-0421,OHE,SEC-207,BD,32,53.57,3,687,41,Critical,74.73,High
AST-0422,Bridge,SEC-476,AHA,35,64.04,2,364,39,High,62.04,High
AST-0423,Bridge,SEC-468,RANI,19,64.59,4,199,77,High,57.81,High
AST-0424,Level Crossing,SEC-192,DEL,35,64.89,0,200,26,Low,35.82,Medium
AST-0425,Bridge,SEC-097,GD,12,62.16,3,828,51,Medium,47.03,Medium
AST-0426,OHE,SEC-363,JITE,32,61.16,3,528,68,High,59.08,High
AST-0427,Level Crossing,SEC-444,KYN,11,61.04,4,815,80,High,68.06,High
AST-0428,OHE,SEC-389,PER,19,32.07,3,852,69,High,72.39,High
AST-0429,Level Crossing,SEC-381,QLD,24,59.46,2,260,57,High,52.11,Medium
AST-0430,Track,SEC-158,GZB,26,54.9,4,240,45,High,49.94,Medium
AST-0431,Track,SEC-387,TCR,6,90.02,1,420,80,Medium,27.62,Low
AST-0432,Point Machine,SEC-068,KOAA,10,81.45,4,613,38,Critical,75.64,Critical
AST-0433,Track,SEC-104,NYK,25,54.7,3,89,39,High,48.14,Medium
AST-0434,OHE,SEC-395,NHH,15,55.19,1,571,90,Medium,51.99,Medium
AST-0435,Level Crossing,SEC-198,SNV,4,62.61,4,558,67,High,49.7,Medium
AST-0436,Level Crossing,SEC-361,RJK,18,74.79,1,160,68,High,45.35,Medium
AST-0437,Level Crossing,SEC-488,GDA,18,64.84,1,170,72,High,43.27,Medium
AST-0438,Track,SEC-370,VSG,21,59.42,4,569,56,Critical,70.8,High
AST-0439,Signal,SEC-080,ET,24,42.78,7,888,25,Medium,63.92,High
AST-0440,Signal,SEC-188,MTJ,24,66.92,2,376,64,High,51.21,Medium
AST-0441,OHE,SEC-184,OSN,11,56.2,1,539,58,High,65.91,High
AST-0442,Signal,SEC-029,TPH,15,94.25,3,296,39,Critical,55.56,High
AST-0443,Track,SEC-378,QLN,29,70.79,2,514,33,Low,30.52,Low
AST-0444,Track,SEC-258,DUI,13,94.21,2,290,58,High,39.9,Medium
AST-0445,Bridge,SEC-455,DSA,15,77.79,2,386,27,Critical,54.27,Medium
AST-0446,Signal,SEC-132,MZL,3,79.61,0,888,55,High,50.03,Medium
AST-0447,Track,SEC-073,JVN,19,72.71,0,481,52,Medium,38.93,Medium
AST-0448,Signal,SEC-179,RMU,22,65.83,2,46,56,High,42.62,Medium
AST-0449,Level Crossing,SEC-210,FDB,1,71.33,1,620,68,Low,28.68,Low
AST-0450,Track,SEC-043,BALU,8,68.88,3,747,73,High,57.45,High
AST-0451,OHE,SEC-388,KCVL,4,83.13,1,629,42,Medium,43.76,Medium
AST-0452,OHE,SEC-434,EKI,27,59.2,2,407,79,Low,34.48,Low
AST-0453,Track,SEC-122,MKC,1,90.02,2,214,54,Critical,53.75,Medium
AST-0454,Signal,SEC-025,UJN,18,66.39,1,221,99,High,46.26,Medium
AST-0455,Point Machine,SEC-432,DR,26,59.5,5,404,45,Critical,65.47,High
AST-0456,OHE,SEC-410,BGK,21,57.85,1,358,21,Medium,32.96,Low
AST-0457,OHE,SEC-129,RPAR,14,75.1,0,308,78,Medium,33.27,Low
AST-0458,Signal,SEC-072,GZB,23,50.15,4,769,68,Critical,70.81,High
AST-0459,Point Machine,SEC-224,BSB,30,39.02,6,693,86,High,76.69,Critical
AST-0460,Level Crossing,SEC-102,BMT,18,52.93,4,782,66,Medium,55.28,High
AST-0461,Level Crossing,SEC-207,TNA,1,83.33,2,248,100,High,39.65,Medium
AST-0462,Signal,SEC-159,SGLA,31,68.42,2,214,54,Low,25.06,Low
AST-0463,Point Machine,SEC-274,TEL,23,58.81,1,473,83,High,62.57,High
AST-0464,OHE,SEC-426,VZM,19,72.59,2,561,46,Medium,39.6,Medium
AST-0465,Track,SEC-320,JKA,1,89.77,0,472,70,Low,14.6,Low
AST-0466,Level Crossing,SEC-440,GKP,16,62.21,0,543,74,Critical,72.84,High
AST-0467,Signal,SEC-242,PNU,10,68.42,3,865,78,Medium,53.87,Medium
AST-0468,Level Crossing,SEC-255,GWL,6,70.1,3,396,77,Critical,70.6,High
AST-0469,Bridge,SEC-116,JBP,17,54.67,4,663,20,High,55.58,High
AST-0470,OHE,SEC-401,ADI,13,59.43,5,588,57,Medium,63.31,High
AST-0471,Signal,SEC-122,BBS,14,63.03,4,478,45,High,57.68,High
AST-0472,Level Crossing,SEC-453,KIUL,27,51.97,3,651,50,Medium,49.23,Medium
AST-0473,Bridge,SEC-446,JHS,22,84.87,2,253,52,Low,22.69,Low
AST-0474,Point Machine,SEC-178,CKI,14,69.81,0,201,81,Medium,37.92,Medium
AST-0475,OHE,SEC-454,JMT,12,64.8,1,566,63,High,62.38,High
AST-0476,Point Machine,SEC-160,NFK,14,82.29,1,27,47,High,34.6,Low
AST-0477,Signal,SEC-238,JU,16,56.78,2,586,25,Medium,41.83,Medium
AST-0478,OHE,SEC-221,GUNA,25,66.9,5,160,94,Medium,37.06,Medium
AST-0479,Track,SEC-491,MUD,8,70.53,4,848,44,High,51.56,Medium
AST-0480,Track,SEC-443,MDGR,34,69.13,4,350,56,High,55.31,High
AST-0481,Signal,SEC-286,MGS,25,58.99,3,831,100,Critical,83.27,Critical
AST-0482,Bridge,SEC-192,BJU,1,84.68,1,398,44,Low,16.64,Low
AST-0483,OHE,SEC-396,DR,20,65.38,1,387,52,Low,24.88,Low
AST-0484,Level Crossing,SEC-366,NAD,30,50.11,8,678,64,High,66.94,High
AST-0485,Track,SEC-204,JHL,23,67.11,3,529,21,High,58.72,High
AST-0486,Point Machine,SEC-246,FUT,15,71.88,1,436,20,Medium,32.16,Low
AST-0487,Track,SEC-204,HWH,18,69.31,3,348,47,Medium,26.95,Low
AST-0488,Point Machine,SEC-221,FDB,21,60.18,2,350,48,Critical,65.41,High
AST-0489,OHE,SEC-447,DBG,27,53.96,2,888,62,Medium,50.69,Medium
AST-0490,Signal,SEC-172,KGP,4,92.08,1,17,36,High,28.93,Low
AST-0491,Track,SEC-206,ADB,13,71.18,1,140,69,High,45.5,Medium
AST-0492,OHE,SEC-469,HWH,35,61.09,5,759,20,High,63.73,High
AST-0493,OHE,SEC-433,HMRR,19,60.38,2,739,57,Medium,45.79,Medium
AST-0494,Track,SEC-395,LDH,35,47.67,3,213,67,Critical,68.79,High
AST-0495,Point Machine,SEC-466,BPC,35,71.7,0,13,66,High,34.95,Low
AST-0496,Track,SEC-317,VMD,14,56.12,1,784,55,Low,32.9,Low
AST-0497,OHE,SEC-299,KRBO,6,80.26,1,181,43,Low,19.78,Low
AST-0498,Level Crossing,SEC-164,KATI,16,70.06,2,325,54,Critical,65.12,High
AST-0499,OHE,SEC-185,CHD,30,61.5,2,478,87,Critical,66.06,High
AST-0500,Bridge,SEC-428,FKG,32,63.59,5,174,45,Critical,74.02,High
AST-0501,Level Crossing,SEC-209,TPZ,35,50.89,9,693,81,Medium,58.64,High
AST-0502,Point Machine,SEC-079,OGL,19,50.91,4,458,85,Medium,45.36,Medium
AST-0503,Level Crossing,SEC-174,BCH,24,61.97,1,224,20,High,48.45,Medium
AST-0504,Point Machine,SEC-033,ALLP,11,77.35,3,247,56,Critical,60.48,High
AST-0505,Track,SEC-402,BJD,1,66.82,1,790,36,Critical,67.71,High
AST-0506,Bridge,SEC-131,SSM,18,69.42,0,381,24,Medium,33.68,Low
AST-0507,Bridge,SEC-386,TIR,7,75.23,1,613,77,Critical,67.47,High
AST-0508,Level Crossing,SEC-269,GP,26,53.22,7,450,70,Medium,57.8,High
AST-0509,Point Machine,SEC-086,SPJ,1,83.84,1,13,65,Medium,20.26,Low
AST-0510,Bridge,SEC-021,BWN,11,69.81,3,647,33,Medium,37.73,Medium
AST-0511,Bridge,SEC-288,HAPA,22,39.15,5,732,63,High,70.88,High
AST-0512,Bridge,SEC-354,FUT,23,62.37,7,888,28,Low,47.73,Medium
AST-0513,Bridge,SEC-043,QLN,18,78.42,2,13,60,High,32.74,Low
AST-0514,Point Machine,SEC-246,ALJN,35,66.73,4,13,43,Low,25.68,Low
AST-0515,OHE,SEC-272,KIR,35,43.32,2,619,83,Medium,61.4,High
AST-0516,Signal,SEC-295,RPH,12,81.09,1,297,50,Critical,57.33,High
AST-0517,Level Crossing,SEC-042,WR,35,61.31,2,81,64,Critical,64.74,High
AST-0518,Signal,SEC-051,BPRD,35,62.41,1,481,64,High,56.19,High
AST-0519,Signal,SEC-315,ABR,18,55.85,2,336,57,Low,32.8,Low
AST-0520,Bridge,SEC-115,HKR,19,74.35,2,121,61,Critical,60.68,High
AST-0521,OHE,SEC-480,GTM,18,66.78,3,431,66,Medium,37.47,Medium
AST-0522,Bridge,SEC-280,MTC,12,71.45,1,600,38,Low,22.03,Low
AST-0523,OHE,SEC-236,TPJ,13,79.59,3,498,68,Medium,41.4,Medium
AST-0524,OHE,SEC-193,CSN,33,41.52,6,500,79,Medium,55.74,High
AST-0525,OHE,SEC-107,PML,23,47.95,4,568,68,High,73.53,High
AST-0526,Bridge,SEC-216,UDZ,13,79.1,2,13,50,Medium,20.72,Low
AST-0527,OHE,SEC-412,RJK,9,58.07,5,440,63,High,63.11,High
AST-0528,Level Crossing,SEC-372,LMG,11,89.33,3,515,50,Critical,54.74,Medium
AST-0529,OHE,SEC-354,LTRR,17,77.36,1,355,56,High,48.04,Medium
AST-0530,Bridge,SEC-330,VM,28,70.73,4,237,31,Medium,39.86,Medium
AST-0531,Level Crossing,SEC-074,SEB,10,81.01,4,259,91,High,49.01,Medium
AST-0532,OHE,SEC-248,KNW,28,67.74,1,377,100,High,54.31,Medium
AST-0533,Signal,SEC-483,VMA,21,54.7,1,691,42,High,58.66,High
AST-0534,Point Machine,SEC-316,GAM,20,50.7,7,850,77,Low,49.21,Medium
AST-0535,Signal,SEC-174,SA,30,48.95,8,797,92,Low,45.25,Medium
AST-0536,Bridge,SEC-250,KPY,28,66.91,1,47,36,Critical,51.65,Medium
AST-0537,Point Machine,SEC-409,KPD,4,78.75,1,209,20,Medium,27.59,Low
AST-0538,Track,SEC-039,TNGL,8,62.64,4,624,94,Low,38.4,Medium
AST-0539,Bridge,SEC-030,RJY,17,61.89,3,791,58,High,61.3,High
AST-0540,OHE,SEC-346,WENA,23,77.23,1,202,47,Medium,25.84,Low
AST-0541,OHE,SEC-314,NLR,33,43.76,4,501,60,Critical,81.39,Critical
AST-0542,Point Machine,SEC-367,BHKD,20,71.51,2,159,50,High,47.75,Medium
AST-0543,Bridge,SEC-197,DAKE,35,48.19,5,525,100,Critical,80.65,Critical
AST-0544,OHE,SEC-320,IDG,12,65.04,0,286,46,High,47.52,Medium
AST-0545,Signal,SEC-386,SGP,13,72.04,2,501,66,Medium,34.41,Low
AST-0546,Level Crossing,SEC-319,DKO,16,72.57,0,138,89,High,37.12,Medium
AST-0547,OHE,SEC-038,MHOW,10,73.25,1,28,88,High,44.02,Medium
AST-0548,OHE,SEC-047,MKA,31,39.97,5,888,84,Medium,58.73,High
AST-0549,Signal,SEC-435,ANKX,1,83.84,1,471,49,High,42.52,Medium
AST-0550,Track,SEC-371,KPD,14,66.72,4,888,55,Critical,78.2,Critical
AST-0551,Signal,SEC-471,SDB,31,52.74,4,845,20,Low,41.53,Medium
AST-0552,Level Crossing,SEC-229,BINA,16,93.99,0,28,57,Critical,50.26,Medium
AST-0553,OHE,SEC-199,MAN,30,64.03,5,547,59,Medium,43.79,Medium
AST-0554,Bridge,SEC-326,DHO,35,65.18,2,116,76,Low,25.42,Low
AST-0555,Bridge,SEC-074,MKU,20,57.98,2,376,100,Critical,68.49,High
AST-0556,Bridge,SEC-325,RNG,31,75.47,1,13,75,Low,11.63,Low
AST-0557,Signal,SEC-036,JHD,35,55.86,4,44,83,Critical,62.29,High
AST-0558,Point Machine,SEC-259,MOO,23,74.31,2,231,58,High,54.15,Medium
AST-0559,Bridge,SEC-052,SRT,18,48.13,1,311,88,Critical,65.63,High
AST-0560,Point Machine,SEC-240,TRL,28,54.75,2,463,59,High,58.66,High
AST-0561,OHE,SEC-467,JMG,31,50.17,0,184,85,Low,27.12,Low
AST-0562,Signal,SEC-296,ED,18,61.75,4,492,77,High,55.14,High
AST-0563,Bridge,SEC-407,KOTA,14,49.05,5,748,68,High,68.52,High
AST-0564,Signal,SEC-051,MMR,35,55.04,5,524,23,Medium,41.64,Medium
AST-0565,OHE,SEC-093,BVH,16,70.14,4,435,84,Low,36.43,Medium
AST-0566,Level Crossing,SEC-381,KWV,31,48.64,5,542,67,Medium,55.75,High
AST-0567,Level Crossing,SEC-380,KKDI,22,68.94,2,80,75,Low,27.15,Low
AST-0568,Point Machine,SEC-375,KJH,35,48.7,7,701,66,Low,36.85,Medium
AST-0569,Level Crossing,SEC-213,BZU,10,78.97,1,142,70,Critical,55.07,High
AST-0570,OHE,SEC-360,RUR,10,70.76,6,856,89,High,74.29,High
AST-0571,Signal,SEC-397,JCL,28,49.35,2,653,48,High,52.93,Medium
AST-0572,Bridge,SEC-145,SUR,7,74.58,1,598,69,High,60.19,High
AST-0573,Level Crossing,SEC-361,PGW,20,64.58,1,609,41,Medium,29.19,Low
AST-0574,OHE,SEC-116,CRJ,35,39.96,2,453,72,Medium,53.3,Medium
AST-0575,Bridge,SEC-065,R,1,84.6,2,249,64,High,34.95,Low
AST-0576,Track,SEC-165,MZP,23,69.34,1,208,44,Medium,34.44,Low
AST-0577,OHE,SEC-122,MDVL,32,40.98,6,888,61,Medium,67.07,High
AST-0578,Point Machine,SEC-251,FD,19,80.34,4,480,45,Low,21.69,Low
AST-0579,Bridge,SEC-020,SEE,9,91.46,2,163,50,High,50.03,Medium
AST-0580,Track,SEC-368,JOC,16,57.86,2,587,67,Critical,65.05,High
AST-0581,Level Crossing,SEC-125,YA,10,74.83,2,542,65,Critical,65.95,High
AST-0582,Track,SEC-311,MDVL,20,76.18,4,367,20,Medium,30.68,Low
AST-0583,Bridge,SEC-300,CMU,16,74.31,2,220,67,High,53.34,Medium
AST-0584,OHE,SEC-005,AD,14,56.46,4,644,52,High,69.89,High
AST-0585,OHE,SEC-078,KGQ,24,48.99,4,699,49,Medium,50.18,Medium
AST-0586,OHE,SEC-254,MRIJ,35,57.99,5,537,32,Medium,55.24,High
AST-0587,Track,SEC-269,LGH,22,67.11,3,472,58,High,56.23,High
AST-0588,Bridge,SEC-466,MUGA,33,59.04,0,250,46,Medium,35.7,Medium
AST-0589,Bridge,SEC-072,KOTA,35,58.79,5,578,88,High,58.88,High
AST-0590,Bridge,SEC-495,BNU,13,89.4,1,288,20,Low,12.85,Low
AST-0591,Level Crossing,SEC-451,DWK,22,85.42,0,122,36,Critical,55.04,High
AST-0592,OHE,SEC-263,BE,14,75.94,3,746,35,High,51.3,Medium
AST-0593,Bridge,SEC-360,SPT,3,83.8,1,185,65,Medium,31.81,Low
AST-0594,Signal,SEC-391,BNCE,23,60.87,1,13,86,High,46.44,Medium
AST-0595,OHE,SEC-015,CNB,8,62.0,1,793,70,High,67.48,High
AST-0596,Level Crossing,SEC-321,MKC,24,74.12,0,13,33,Medium,23.54,Low
AST-0597,OHE,SEC-218,DKAE,3,75.99,1,352,49,Medium,24.59,Low
AST-0598,Track,SEC-348,JJKR,21,69.8,2,168,40,High,40.0,Medium
AST-0599,Track,SEC-076,BUI,3,72.28,1,265,70,High,49.0,Medium
AST-0600,Point Machine,SEC-457,SBP,26,56.18,4,888,48,Medium,53.22,Medium
AST-0601,Track,SEC-321,BD,15,85.02,2,427,26,Critical,57.21,High
AST-0602,Point Machine,SEC-255,HSI,14,85.12,1,547,72,Critical,64.19,High
AST-0603,Signal,SEC-076,GYM,31,51.22,3,659,88,High,59.56,High
AST-0604,Signal,SEC-370,SC,16,71.18,1,285,54,High,44.06,Medium
AST-0605,Track,SEC-002,JBL,20,57.5,0,733,61,High,57.02,High
AST-0606,Track,SEC-208,BOF,17,78.44,2,551,24,Medium,37.13,Medium
AST-0607,Signal,SEC-057,SPN,24,70.93,3,649,20,Medium,37.47,Medium
AST-0608,Bridge,SEC-260,MPL,30,63.35,2,265,20,Low,24.22,Low
AST-0609,Bridge,SEC-057,GZB,28,65.79,2,568,58,Low,30.71,Low
AST-0610,Bridge,SEC-053,BYHA,14,71.44,1,451,51,Medium,29.16,Low
AST-0611,OHE,SEC-455,DBRG,31,42.51,3,747,71,Medium,53.14,Medium
AST-0612,Signal,SEC-313,GNG,9,75.87,0,313,54,Medium,33.87,Low
AST-0613,OHE,SEC-258,MAS,11,72.61,8,888,82,Medium,48.0,Medium
AST-0614,Track,SEC-234,PG,18,68.43,3,541,79,Critical,61.33,High
AST-0615,Track,SEC-144,BSL,30,54.87,5,420,51,Critical,70.25,High
AST-0616,Signal,SEC-490,MLDT,7,85.7,3,390,35,Medium,28.75,Low
AST-0617,Track,SEC-065,VZM,28,67.84,3,451,20,Medium,29.97,Low
AST-0618,OHE,SEC-080,PVR,18,65.41,1,290,92,Medium,28.99,Low
AST-0619,OHE,SEC-311,NJP,14,60.92,5,626,37,Low,41.53,Medium
AST-0620,Track,SEC-445,RNJD,30,51.44,2,450,24,High,52.77,Medium
AST-0621,Point Machine,SEC-374,BCN,11,47.44,3,888,62,Critical,83.88,Critical
AST-0622,Track,SEC-415,LKO,35,54.1,6,340,24,Medium,48.69,Medium
AST-0623,Track,SEC-323,BRC,17,66.32,2,422,62,High,61.14,High
AST-0624,Track,SEC-441,HWH,20,78.5,1,340,51,Critical,59.54,High
AST-0625,Point Machine,SEC-036,DSA,35,47.74,7,888,80,Low,48.68,Medium
AST-0626,Track,SEC-134,CDGR,21,73.66,3,77,78,High,50.12,Medium
AST-0627,Point Machine,SEC-385,AJJ,31,39.11,1,477,84,Medium,39.59,Medium
AST-0628,OHE,SEC-296,SCI,1,79.22,2,534,63,High,54.49,Medium
AST-0629,OHE,SEC-072,BBS,14,65.22,3,160,39,Low,34.12,Low
AST-0630,Bridge,SEC-029,RSR,23,60.74,2,888,35,Low,32.89,Low
AST-0631,Signal,SEC-139,KDSD,30,71.76,2,211,46,Low,23.31,Low
AST-0632,Point Machine,SEC-383,JLD,27,56.61,2,462,100,High,60.13,High
AST-0633,Bridge,SEC-164,PFM,26,56.59,1,888,53,Medium,48.42,Medium
AST-0634,Bridge,SEC-092,VARD,30,67.78,1,355,62,Critical,62.63,High
AST-0635,Point Machine,SEC-247,NDLS,24,59.11,2,490,94,Medium,41.78,Medium
AST-0636,Bridge,SEC-071,KNW,1,79.82,0,363,65,Medium,28.39,Low
AST-0637,Point Machine,SEC-354,JTJ,34,45.62,6,439,41,Medium,65.52,High
AST-0638,OHE,SEC-433,GUNA,10,61.23,2,734,76,Critical,72.98,High
AST-0639,Bridge,SEC-102,ALER,22,59.03,1,343,49,High,39.31,Medium
AST-0640,Signal,SEC-261,SSB,21,66.67,1,13,65,Low,18.99,Low
AST-0641,Bridge,SEC-243,MDGR,19,59.19,3,444,70,High,55.04,High
AST-0642,OHE,SEC-304,JL,7,59.57,2,469,47,High,62.25,High
AST-0643,Bridge,SEC-200,VYA,1,85.44,1,504,63,Low,30.69,Low
AST-0644,Bridge,SEC-152,DURG,8,73.95,2,405,96,Low,29.19,Low
AST-0645,Bridge,SEC-337,SUR,27,75.79,1,229,44,High,39.53,Medium
AST-0646,Point Machine,SEC-371,GHR,4,82.57,1,389,89,Medium,35.07,Medium
AST-0647,OHE,SEC-463,PKQ,10,66.69,4,888,45,Low,34.41,Low
